movie title,Run Time,Rating,User Rating,Generes,Overview,Plot Kyeword,Director,Top 5 Casts,Writer,year,path
Suspicion,"$1,103,000 (estimated)",7.3,38K,"['Film-Noir', 'Mystery', 'Thriller']","A shy young heiress marries a charming gentleman, and soon begins to suspect he is planning to murder her.","['dysfunctional marriage', 'inheritance', 'fainting', 'borrowing money', 'suspicion', 'mother daughter relationship', 'investigation', 'embezzlement', 'debt', 'paranoia']",Alfred Hitchcock,"['Joan Harrison', 'Alma Reville', 'Cary Grant', 'Joan Fontaine', 'Cedric Hardwicke']",Samson Raphaelson,-1941,/title/tt0034248/
Come to Daddy,1 hour 36 minutes,6,18K,"['Comedy', 'Horror', 'Mystery']",A man in his thirties travels to a remote cabin to reconnect with his estranged father.,"['isolated house', 'sea', 'watching someone sleep', 'sleeping naked', 'used condom', 'ocean front house', 'swimming in the ocean', 'oregon', 'criminal', 'cove']",Ant Timpson,"['Ant Timpson', 'Elijah Wood', 'Stephen McHattie', 'Garfield Wilson', 'Ant Timpson']",Toby Harvard,-2019,/title/tt8816194/
Swallowed,not-released,6.3,10,"['Horror', 'Thriller']","Follows two best friends on their final night together, with a nightmare of drugs, bugs, and horrific intimacy.","['male frontal nudity', 'male nudity', 'male rear nudity', 'queer cinema', 'drug deal']",Carter Smith,"['Jena Malone', 'Mark Patton', 'Cooper Koch', 'Carter Smith', 'Carter Smith']",Carter Smith,-2022,/title/tt14960854/
That Darn Cat!,1 hour 56 minutes,6.7,7K,"['Comedy', 'Crime', 'Family']","After a kidnapped bank teller uses a neighbor's wandering cat to send an S.O.S., the F.B.I. assigns a cat-allergic Agent to the case.","['cat', 'siamese cat', 'kidnapping', 'drive in theater', 'drive in', 'surveillance', 'title spoken by character', 'teenage girl', 'bugging device', 'cat movie']",Robert Stevenson,"['Mildred Gordon', 'Bill Walsh', 'Hayley Mills', 'Dean Jones', 'Dorothy Provine']",Gordon Gordon,-1965,/title/tt0059793/
Just Before Dawn,not-released,6.1,6.4K,"['Horror', 'Thriller']","Five young people venture into the backwoods of Oregon to claim a property, and find themselves being stalked by a hulking, machete-wielding psychopath.","['camper', 'group of friends', 'inbreeding', 'maniac', 'forest ranger', 'climbing a tree', 'van', 'hot pants', 'psychopath', 'murderer duo']",Jeff Lieberman,"['Jeff Lieberman', 'Jonas Middleton', 'George Kennedy', 'Mike Kellin', 'Chris Lemmon']",Mark Arywitz,-1981,/title/tt0082592/
High Anxiety,1 hour 34 minutes,6.6,22K,"['Comedy', 'Mystery', 'Thriller']","A psychiatrist with intense acrophobia (fear of heights) goes to work for a mental institution run by doctors who appear to be crazier than their patients, and have secrets that they are willing to commit murder to keep.","['framed for murder', 'parody', 'hitchcockian', '1970s', 'false accusation', 'psychiatric hospital', 'hitchcock spoof', 'newspaper', 'los angeles california', 'photograph']",Mel Brooks,"['Ron Clark', 'Rudy De Luca', 'Mel Brooks', 'Madeline Kahn', 'Cloris Leachman']",Mel Brooks,-1977,/title/tt0076141/
The Vigil,1 hour 29 minutes,5.8,7.5K,"['Horror', 'Mystery', 'Thriller']","A man providing overnight watch to a deceased member of his former Orthodox Jewish community finds himself opposite a malevolent entity, in writer-director Keith Thomas' electrifying feature debut.","['community', 'jew', 'new york city', 'death', 'night', 'old woman', 'widow', 'hallucination', 'hasidic', 'occult']",Keith Thomas,"['Dave Davis', 'Menashe Lustig', 'Malky Goldman', 'Keith Thomas', 'Keith Thomas']",Keith Thomas,-2019,/title/tt10793644/
The First Power,1 hour 38 minutes,5.7,4.2K,"['Crime', 'Horror', 'Thriller']","A dedicated L.A. police detective and a female psychic must stop a demonic serial killer who was given the powers of resurrection, teleportation and possession.","['murder of a nude woman', 'nudity', 'female nudity', 'neo noir', 'demonic serial killer', 'devil worshiper', 'possessed woman', 'pet cat', 'mind control', 'loose cannon']",Robert Resnikoff,"['Lou Diamond Phillips', 'Tracy Griffith', 'Jeff Kober', 'Robert Resnikoff', 'Robert Resnikoff']",Robert Resnikoff,-1990,/title/tt0099578/
Kurup,2 hours 20 minutes,7.1,12K,"['Biography', 'Crime', 'Thriller']",Kurup is a criminal who is on the run from police after murdering someone for life insurance fraud.,"['criminal', 'fugitive', 'insurance', 'fraud', 'absconding', 'murder', 'chacko', 'investigation', 'insurance fraud', 'police']",Srinath Rajendran,"['R.P. Bala', 'Jithin K. Jose', 'Dulquer Salmaan', 'Indrajith Sukumaran', 'Sobhita Dhulipala']",K.S. Aravind,-2021,/title/tt7026666/
Friend Request,1 hour 32 minutes,5.2,26K,"['Horror', 'Mystery', 'Thriller']","When a college student unfriends a mysterious girl online, she finds herself fighting a demonic presence that wants to make her lonely by killing her closest friends.","['witch', 'suicide', 'funeral', 'betrayal', 'social media', 'police investigation', 'supernatural power', 'spirit', 'social network', 'ghost']",Simon Verhoeven,"['Philip Koch', 'Simon Verhoeven', 'Alycia Debnam-Carey', 'William Moseley', 'Connor Paolo']",Matthew Ballen,-2016,/title/tt3352390/
Diva,1 hour 57 minutes,7.2,13K,"['Comedy', 'Crime', 'Music']","Two tapes, two Parisian mob killers, one corrupt policeman, an opera fan, a teenage thief, and the coolest philosopher ever filmed all twist their way through an intricate and stylish French-language thriller.","['france', 'shot to death', 'concert', 'murder', 'moped', 'policeman', 'audio cassette', 'bootleg', 'classical music', 'remote control bomb']",Jean-Jacques Beineix,"['Jean-Jacques Beineix', 'Jean Van Hamme', 'Wilhelmenia Fernandez', 'Frédéric Andréi', 'Richard Bohringer']",Daniel Odier,-1981,/title/tt0082269/
The Fetus,not-released,no-rating,0,"['Horror', 'Thriller']",A couple struggle to learn the truth about the origins of their unborn child-- a supernatural entity that emerges from the body.,['pregnancy horror'],Joe Lam,"['Joe Lam', 'Yuke Li', 'Bill Moseley', 'Evan Towell', 'Joe Lam']",Nathan Faudree,,/title/tt13202618/
The Limehouse Golem,"$2,327,419",6.3,21K,"['Crime', 'Mystery', 'Thriller']","In Victorian London, a Scotland Yard inspector hunts down the sadistic killer behind a series of gory, Jack the Ripper-Like murders.","['handwriting', 'murder trial', 'music hall', 'police inspector', 'year 1880', 'diary', 'compassion', 'discrimination', 'protege', 'protector']",Juan Carlos Medina,"['Peter Ackroyd', 'Douglas Booth', 'Olivia Cooke', 'Sam Reid', 'Juan Carlos Medina']",Jane Goldman,-2016,/title/tt4733640/
V/H/S/2,"$21,833",6,40K,"['Horror', 'Thriller']","Searching for a missing student, two private investigators break into his house and find collection of VHS tapes. Viewing the horrific contents of each cassette, they realize there may be dark motives behind the student's disappearance.","['disturbing', 'male full frontal nudity', 'male nudity', 'mountain biking', 'helmet camera', 'point of view', 'strobe light', 'male frontal nudity', 'found footage', 'anthology']",Simon Barrett,"['Gareth Evans', 'Simon Barrett', 'Jamie Nash', 'Timo Tjahjanto', 'Lawrence Michael Levine']",Jason Eisener,-2013,/title/tt2450186/
The Brass Teapot,1 hour 41 minutes,6.3,16K,"['Comedy', 'Fantasy', 'Thriller']","When a couple discovers that a brass teapot makes them money whenever they hurt themselves, they must come to terms with how far they are willing to go.","['bare butt', 'taking off underwear', 'antique shop', 'voyeur', 'voyeurism', 'black panties', 'red panties', 'panties', 'lingerie', 'scantily clad female']",Ramaa Mosley,"['Ramaa Mosley', 'Juno Temple', 'Michael Angarano', 'Alexis Bledel', 'Ramaa Mosley']",Tim Macy,-2012,/title/tt1935902/
YellowBrickRoad,1 hour 38 minutes,4.7,6.3K,"['Horror', 'Thriller']","1940: the entire population of Friar, New Hampshire walked up a winding mountain trail, leaving everything behind. 2008: the first official expedition into the wilderness attempts to solve the mystery of the lost citizens of Friar.","['year 1940', 'reference to franklin d. roosevelt', 'year 2008', 'redneck', 'redneck horror', 'timeframe 1940s', 'timeframe 2000s', 'timeframe 20th century', 'timeframe 21st century', 'new hampshire']",Jesse Holland,"['Jesse Holland', 'Andy Mitton', 'Michael Laurino', 'Anessa Ramsey', 'Alex Draper']",Andy Mitton,-2010,/title/tt1398428/
Kidnapping Stella,not-released,4.9,6K,"['Crime', 'Thriller']","Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully-laid plans.","['kidnapping', 'remake', 'remake of british film', 'character name in title', 'tied feet', 'tied up while barefoot', 'remake of remake', 'foreign language title', 'gun', 'sound proof room']",Thomas Sieben,"['Thomas Sieben', 'Max von der Groeben', 'Jella Haase', 'Clemens Schick', 'Thomas Sieben']",J Blakeson,-2019,/title/tt8613876/
The Fourth Protocol,1 hour 59 minutes,6.5,10K,['Thriller'],"John Preston is a British Agent with the task of preventing the Russians detonating a nuclear explosion next to an American base in the UK. The Russians are hoping this will shatter the ""special relationship"" between the two countries.","['dead body in a bathtub', 'timeframe 1980s', 'child in jeopardy', 'screenplay adapted by author', 'british', 'kgb', 'russian', 'england', 'courier', 'atomic bomb']",John Mackenzie,"['Richard Burridge', 'Frederick Forsyth', 'Michael Caine', 'Pierce Brosnan', 'Ned Beatty']",George Axelrod,-1987,/title/tt0093044/
Sisters,1 hour 33 minutes,6.9,18K,"['Horror', 'Mystery', 'Thriller']",A small-time reporter tries to convince the police she saw a murder in the apartment across from hers.,"['murder', 'police', 'neighbor', 'twin', 'birthday', 'restaurant', 'bakery', 'asylum', 'murder victim', 'city']",Brian De Palma,"['Louisa Rose', 'Margot Kidder', 'Jennifer Salt', 'Charles Durning', 'Brian De Palma']",Brian De Palma,-1972,/title/tt0070698/
Colossus: The Forbin Project,not-released,7.1,9K,"['Sci-Fi', 'Thriller']","Thinking this will prevent war, the US government gives an impenetrable supercomputer total control over launching nuclear missiles. But what the computer does with the power is unimaginable to its creators.","['super computer', 'technology gone amok', 'computer', 'scientist', 'cult film', 'talking computer', 'science runs amok', 'evil computer', 'totalitarian', 'computer control']",Joseph Sargent,"['D.F. Jones', 'Eric Braeden', 'Susan Clark', 'Gordon Pinsent', 'Joseph Sargent']",James Bridges,-1970,/title/tt0064177/
Superhost,not-released,5.5,2.7K,"['Horror', 'Thriller']","With their follower count dwindling, travel vloggers Teddy and Claire pivot to creating viral content around their most recent ""superhost,"" Rebecca, who wants more from the duo than a great review.","['marriage proposal', 'influencers', 'borrowing money from family', 'losing followers', 'stabbed in the face', 'interview', 'dentures', 'clogged toilet', 'creepy woman', 'plunger']",Brandon Christensen,"['Sara Canning', 'Osric Chau', 'Gracie Gillam', 'Brandon Christensen', 'Brandon Christensen']",Brandon Christensen,-2021,/title/tt13309978/
Brainstorm,"$15,000,000 (estimated)",6.4,12K,"['Sci-Fi', 'Thriller']","Researchers develop a system where they can jump into people's minds. But when people involved bring their personal problems into the equation, it becomes dangerous - perhaps deadly.","['high tech', 'experimental technology', 'virtual reality', 'subjective camera', ""character's point of view camera shot"", 'monkey', 'computer', 'computer cracker', 'microchip', 'memory']",Douglas Trumbull,"['Robert Stitzel', 'Philip Frank Messina', 'Christopher Walken', 'Natalie Wood', 'Louise Fletcher']",Bruce Joel Rubin,-1983,/title/tt0085271/
Antiviral,1 hour 48 minutes,5.7,14K,"['Horror', 'Mystery', 'Sci-Fi']","In a blackly satirical near future, a thriving industry sells celebrity illnesses to their obsessed fans. Employee Syd March's attempts to exploit the system backfire when they involve him in a potentially deadly mystery.","['looking at oneself in a mirror', 'buddhist', 'celebrity death', 'bleeding mouth', 'celebrity', 'genetically engineered virus', 'coughing blood', 'synthetic meat', 'skin sample', 'blood vomiting']",Brandon Cronenberg,"['Caleb Landry Jones', 'Lisa Berry', 'Sarah Gadon', 'Brandon Cronenberg', 'Brandon Cronenberg']",Brandon Cronenberg,-2012,/title/tt2099556/
Book of Shadows: Blair Witch 2,"$15,000,000 (estimated)",4,38K,"['Adventure', 'Fantasy', 'Horror']","A group of tourists arrives in Burkittsville, Maryland after seeing The Blair Witch Project (1999) to explore the mythology and phenomenon, only to come face to face with their own neuroses and possibly the witch herself.","['sex scene', 'reference to elvira', 'goth girl', 'mysterious death', 'female frontal nudity', 'accused of murder', 'bare breasts', 'supernatural horror', 'female full frontal nudity', 'pubic hair']",Joe Berlinger,"['Eduardo Sánchez', 'Dick Beebe', 'Jeffrey Donovan', 'Stephen Barker Turner', 'Erica Leerhsen']",Daniel Myrick,-2000,/title/tt0229260/
The Neighbor,1 hour 45 minutes,4.9,6.3K,"['Romance', 'Thriller']",A middle-aged man in a stagnant marriage finds his life upended when an attractive young woman and her seemingly abusive husband move in next door.,"['neighbor', 'sexual attraction', 'older man attracted to younger woman', 'bickering couple', 'garden', 'gardening', 'golf club', 'tomato', 'hit with a golf club', 'golf club as a weapon']",Aaron Harvey,"['Aaron Harvey', 'William Fichtner', 'Jessica McNamee', 'Jean Louisa Kelly', 'Aaron Harvey']",Richard Byard,(II) (2017),/title/tt3905764/
Two Hands,not-released,7,13K,"['Comedy', 'Crime', 'Thriller']",A 19 year old finds himself in debt to a local gangster when some gang loot disappears and sets him on the run from thugs. Meanwhile two street kids start a shopping spree when they find the missing money.,"['death', 'murder by gunshot', 'city', 'criminal', 'crime victim', 'villain', 'murderer', 'car crash', 'driving a car', 'murder victim']",Gregor Jordan,"['Heath Ledger', 'Bryan Brown', 'David Field', 'Gregor Jordan', 'Gregor Jordan']",Gregor Jordan,-1999,/title/tt0145547/
Traffik,1 hour 36 minutes,5.9,20K,['Thriller'],"A couple off for a romantic weekend in the mountains are accosted by a biker gang. Alone in the mountains, Brea and John must defend themselves against the gang, who will stop at nothing to protect their secrets.","['murder', 'death', 'husband wife relationship', 'violence', 'kidnapping', 'flashback', 'police', 'fight', 'blood', 'biker gang']",Deon Taylor,"['Priscilla Quintana', 'Luke Goss', 'Paula Patton', 'Deon Taylor', 'Deon Taylor']",Deon Taylor,-2018,/title/tt5670152/
The 39 Steps,"£50,000 (estimated)",7.6,57K,"['Crime', 'Mystery', 'Thriller']","A man in London tries to help a counter-espionage agent, but when the agent is killed and the man stands accused, he must go on the run to save himself and stop a spy ring that is trying to steal top-secret information.","['macguffin', 'female spy', 'military secret', 'british noir', 'spy', 'memory', 'foreign agent', 'memorization', 'director cameo', 'train']",Alfred Hitchcock,"['Charles Bennett', 'Ian Hay', 'Robert Donat', 'Madeleine Carroll', 'Lucie Mannheim']",John Buchan,-1935,/title/tt0026029/
Exorcist: The Beginning,"$80,000,000 (estimated)",5.1,37K,"['Horror', 'Mystery', 'Thriller']","Years before Father Lankester Merrin helped save Regan MacNeil's soul, he first encounters the demon Pazuzu in East Africa. This is the tale of Father Merrin's initial battle with Pazuzu and the rediscovery of his faith.","['lucifer morningstar character', 'supernatural horror', 'psychotronic film', 'cgi animal in live action title', 'pickaxe', 'grindhouse film', 'three word title', 'timeframe 1940s', 'child in jeopardy', 'church']",Renny Harlin,"['William Wisher', 'Caleb Carr', 'Stellan Skarsgård', 'Izabella Scorupco', ""James D'Arcy""]",William Peter Blatty,-2004,/title/tt0204313/
Cabin Fever,1 hour 39 minutes,3.7,10K,"['Horror', 'Sci-Fi', 'Thriller']","While visiting their getaway cabin, five friends succumb to a flesh-eating disease.","['remake', 'horror movie remake', 'flesh eating virus', 'female rear nudity', 'topless female nudity', 'cabin in the woods', 'grindhouse film', 'nipple piercing', 'nipple pierced', 'topless female']",Travis Zariwny,"['Randy Pearlstein', 'Gage Golightly', 'Matthew Daddario', 'Samuel Davis', 'Travis Zariwny']",Eli Roth,-2016,/title/tt3832096/
Gone in the Night,not-released,7.7,51,"['Mystery', 'Thriller']","When Kath and her boyfriend arrive at a remote cabin in the redwoods, they find a mysterious younger couple already there. Her boyfriend disappears with the young woman, and Kath becomes obsessed with finding an explanation.",['suspense mystery'],Eli Horowitz,"['Eli Horowitz', 'Winona Ryder', 'Sedrick Cabrera', 'John Gallagher Jr.', 'Eli Horowitz']",Matthew Derby,-2022,/title/tt15426294/
The Cheap Detective,1 hour 32 minutes,6.4,4.9K,"['Comedy', 'Crime', 'Mystery']","San Francisco, 1940, detectives, dames, documents, Nazis, and a treasure.","['parody', 'nazi', 'film noir spoof', 'spoof', 'femme fatale', 'false name', 'fog', 'anagram', 'shot in the forehead', 'breaking an egg']",Robert Moore,"['Peter Falk', 'Ann-Margret', 'Eileen Brennan', 'Robert Moore', 'Neil Simon']",Neil Simon,-1978,/title/tt0077321/
Willow Creek,not-released,5.1,12K,"['Horror', 'Mystery', 'Thriller']",A man and his girlfriend camp in the woods to capture firsthand evidence of Bigfoot.,"['found footage', 'bigfoot', 'interview', 'skinny dipping', 'forest', 'sasquatch', 'camping in the wilderness', 'long take', 'lost in the woods', 'creature feature']",Bobcat Goldthwait,"['Alexie Gilmore', 'Bryce Johnson', 'Laura Montagna', 'Bobcat Goldthwait', 'Bobcat Goldthwait']",Bobcat Goldthwait,-2013,/title/tt2885364/
Memoirs of an Invisible Man,1 hour 39 minutes,6,25K,"['Comedy', 'Romance', 'Sci-Fi']","After a freak accident, a company executive turns completely invisible, goes on the run and becomes hunted by a treacherous CIA official, whilst trying to cope with his new reality.","['invisibility', 'lingerie', 'sexy woman', 'blonde', 'bra', 'robe', 'infrared', 'the white house', 'lens flare', 'gender in title']",John Carpenter,"['Robert Collector', 'Dana Olsen', 'Chevy Chase', 'Daryl Hannah', 'Sam Neill']",H.F. Saint,-1992,/title/tt0104850/
Cobweb,not-released,no-rating,0,"['Horror', 'Thriller']",A boy who hears voices in his head decides to unleash them on his abusive parents.,['boy'],Samuel Bodin,"['Antony Starr', 'Lizzy Caplan', 'Cleopatra Coleman', 'Samuel Bodin', 'Chris Thomas Devlin']",Chris Thomas Devlin,,/title/tt9100018/
Master Gardener,not-released,no-rating,0,['Thriller'],"A meticulous horticulturist who is devoted to tending the grounds of a beautiful estate and pandering to his employer, the wealthy dowager.",[],Paul Schrader,"['Joel Edgerton', 'Sigourney Weaver', 'Quintessa Swindell', 'Paul Schrader', 'Paul Schrader']",Paul Schrader,,/title/tt15342244/
In the Land of Saints and Sinners,not-released,no-rating,0,['Thriller'],"In a remote Irish village, a damaged Finbar is forced to fight for redemption after a lifetime of sins, but what price is he willing to pay? In the land of saints and sinners, some sins can't be buried.",[],Robert Lorenz,"['Mark Michael McNally', 'Liam Neeson', 'Ciarán Hinds', 'Kerry Condon', 'Robert Lorenz']",Terry Loane,,/title/tt15782690/
247°F,1 hour 28 minutes,4.8,6.1K,"['Horror', 'Thriller']","Four friends travel to a lakeside cabin for a carefree weekend, the fun turns into a nightmare when 3 of them end up locked in a hot sauna. Every minute counts and every degree matters as they fight for their lives in the heat up to 247°F.","['psychotronic film', 'locked in a sauna', 'strong female character', 'digital camera', 'panic', 'barking dog', 'man wears underwear', 'woman wears a bikini', 'redneck', 'inspired by true events']",Levan Bakhia,"['Lloyd S. Wagner', 'Beka Oniani', 'Levan Bakhia', 'Scout Taylor-Compton', 'Christina Ulloa']",Beka Jguburia,-2011,/title/tt1877543/
Apartment 7A,not-released,no-rating,0,"['Horror', 'Thriller']",Plot kept under wraps.,[],Natalie Erika James,"['Skylar James', 'Christian White', 'Julia Garner', 'Marli Siu', 'Dianne Wiest']",Natalie Erika James,,/title/tt14371860/
Wolf Creek 2,"$7,200,000 (estimated)",6.1,20K,"['Horror', 'Thriller']","The outback once more becomes a place of horror as another unwitting tourist becomes the prey for crazed, serial-killing pig-hunter Mick Taylor.","['characters murdered one by one', 'psychopathic murderer', 'slasher murderer', 'tourist', 'crime spree', 'butchery', 'evil', 'psycho', 'australian horror', 'psycho terror']",Greg McLean,"['Aaron Sterns', 'John Jarratt', 'Ryan Corr', 'Shannon Ashlyn', 'Greg McLean']",Greg McLean,-2013,/title/tt2004432/
Candyman: Farewell to the Flesh,1 hour 35 minutes,5.2,13K,"['Horror', 'Thriller']",The Candyman arrives in New Orleans and sets his sights on a young woman whose family was ruined by the immortal killer years before.,"['female protagonist', 'horror icon', 'slasher', 'candyman', 'violence', 'new orleans louisiana', 'mirror', 'frame up', 'stabbing a woman', 'five word title']",Bill Condon,"['Mark Kruger', 'Clive Barker', 'Tony Todd', 'Kelly Rowan', 'Caroline Barclay']",Rand Ravich,-1995,/title/tt0112625/
Clinical,not-released,5.1,8.1K,"['Horror', 'Thriller']","A psychiatrist tries to put her life back together after a violent attack by seeking to repair the life of a new patient, but he has his own terrifying history.","['psychiatrist patient relationship', 'psychological', 'christmas', 'christmas horror', 'blood', 'suicide attempt', 'scarface', 'loss of child', 'accident', 'drugs']",Alistair Legrand,"['Alistair Legrand', 'Vinessa Shaw', 'Kevin Rahm', 'India Eisley', 'Alistair Legrand']",Luke Harvis,-2017,/title/tt5577742/
Naked Fear,1 hour 48 minutes,5.1,2.6K,"['Horror', 'Thriller']","Diana arrives in a town to start a new job. She's threatened into working as an exotic dancer. She's later kidnapped and let loose naked in the wilderness as prey for the psycho hunter, like many women before her. Will she survive?","['woman in jeopardy', 'stripper', 'serial killer', 'small town', 'human hunting a human', 'strip club', 'voyeur', 'dead prostitute', 'violence', 'cruelty']",Thom Eberhardt,"['Sonja Runar', 'Ronald Dunas', 'Arron Shiver', 'Thom Eberhardt', 'Christine Vasquez']",Christine Vasquez,-2007,/title/tt0943326/
The Wind,1 hour 28 minutes,5.5,8.2K,"['Horror', 'Mystery', 'Thriller']",A plains-woman faces the harshness and isolation of the untamed land in the Western frontier of the late 1800s.,"['horror western', 'folk horror', 'isolation', 'demon', 'paranoia', 'alienation', 'prairie madness', 'female feet', 'horror directed by woman', 'homebirth']",Emma Tammi,"['Caitlin Gerard', 'Julia Goldani Telles', 'Ashley Zukerman', 'Emma Tammi', 'Teresa Sutherland']",Teresa Sutherland,(II) (2018),/title/tt8426594/
Amityville: The Awakening,1 hour 27 minutes,4.8,14K,"['Horror', 'Thriller']","A desperate single mother moves with her three children into the notorious, supposedly haunted, real-life Amityville house to try and use its dark powers to cure her comatose son. Things go horribly wrong.","['village name in title', 'place name in title', 'mother daughter relationship', 'haunted house', 'coma', 'teenage girl', 'high school', 'twin', 'brother sister relationship', 'sister sister relationship']",Franck Khalfoun,"['Jennifer Jason Leigh', 'Bella Thorne', 'Mckenna Grace', 'Franck Khalfoun', 'Franck Khalfoun']",Franck Khalfoun,-2017,/title/tt1935897/
The Last Exorcism,"$1,800,000 (estimated)",5.7,50K,"['Horror', 'Mystery', 'Thriller']",A troubled evangelical minister agrees to let his last exorcism be filmed by a documentary crew.,"['exorcism', 'no music', 'documentary crew', 'cult film', 'found footage', 'satanic ritual', 'cat', 'exorcist', 'satanic cult', 'blood']",Daniel Stamm,"['Andrew Gurland', 'Patrick Fabian', 'Ashley Bell', 'Iris Bahr', 'Daniel Stamm']",Huck Botko,-2010,/title/tt1320244/
Grizzly,1 hour 31 minutes,5.2,5K,"['Adventure', 'Horror', 'Thriller']","An eighteen-foot-tall grizzly bear terrorizes a state park, leaving it up to a Park Ranger to save the day.","['vietnam war veteran', 'bear attack', 'killer bear', 'discovering a corpse', 'walkie talkie', 'mauled by a bear', 'killed by a bear', 'decapitated horse', 'subjective camera', 'gore']",William Girdler,"['David Sheldon', 'Andrew Prine', 'Christopher George', 'Andrew Prine', 'Richard Jaeckel']",Harvey Flaxman,-1976,/title/tt0074593/
A Small Fortune,not-released,5.2,127,['Thriller'],"When a desperate man finds a bag of lost money off the shores of Prince Edward Island, his decision to keep it secret turns his quaint fishing village into a growing crime scene.","['money', 'work horse', 'bag full of money', 'reference to alberta canada', 'darkroom', 'developing a photograph', 'dirty money', 'candle light dinner', 'eating lobster', 'corn on the cob']",Adam Perry,"['Stephen Oates', 'Liane Balaban', 'Andrea Bang', 'Adam Perry', 'Adam Perry']",Adam Perry,-2021,/title/tt5915444/
The Trust,1 hour 32 minutes,5.4,19K,"['Crime', 'Thriller']",A pair of cops investigating a drug invasion stumble upon a mysterious bank vault.,"['police officer', 'robbing a criminal', 'theft', 'partner in crime', 'corrupt cop', 'nevada', 'las vegas', 'weapon', 'silenced pistol', 'mercury the car']",Alex Brewer,"['Adam Hirsch', 'Benjamin Brewer', 'Nicolas Cage', 'Elijah Wood', 'Sky Ferreira']",Benjamin Brewer,-2016,/title/tt3733774/
The Tutor,not-released,no-rating,0,"['Mystery', 'Thriller']","Follows a tutor who, after being assigned an unexpected task at a mansion, finds himself struggling with the obsessions of his student, who threatens to expose his darkest secrets.",[],Jordan Ross,"['Noah Schnapp', 'Victoria Justice', 'Garrett Hedlund', 'Jordan Ross', 'Ryan King']",Ryan King,(II),/title/tt19637278/
Infinity Pool,not-released,no-rating,0,"['Horror', 'Mystery', 'Sci-Fi']","James and Em Foster are enjoying an all-inclusive beach vacation in the fictional island of La Tolqa, when a fatal accident exposes the resort's perverse subculture of hedonistic tourism, reckless violence and surreal horrors.","['violence', 'vacation gone wrong']",Brandon Cronenberg,"['Alexander Skarsgård', 'Mia Goth', 'Thomas Kretschmann', 'Brandon Cronenberg', 'Brandon Cronenberg']",Brandon Cronenberg,,/title/tt10365998/
P2,1 hour 38 minutes,5.9,34K,"['Crime', 'Horror', 'Thriller']",A businesswoman is pursued by a psychopath after being locked in a parking garage on Christmas Eve.,"['tied to a chair', 'christmas eve', 'locked in a room', 'obsession', 'parking garage', 'psychopath', 'security guard', 'stabbed with a fork', 'bitten in the leg', 'animal attack']",Franck Khalfoun,"['Grégory Levasseur', 'Franck Khalfoun', 'Rachel Nichols', 'Wes Bentley', 'Simon Reynolds']",Alexandre Aja,-2007,/title/tt0804516/
Project Ithaca,1 hour 25 minutes,4,2.3K,"['Horror', 'Sci-Fi', 'Thriller']","A group of strangers awaken aboard an alien spacecraft. Divided they will die. Together, they can find a way home.","['alien', 'trapped in space', 'man with a beard', 'prostitute', 'drug', 'all in one room', 'flashback', 'alien invasion', 'open ending', 'african american woman']",Nicholas Humphries,"['Kevin C. Bjerkness', 'James Gallanders', 'Deragh Campbell', 'Daniel Fathers', 'Nicholas Humphries']",Anthony Artibello,-2019,/title/tt6490930/
Home Sweet Hell,1 hour 38 minutes,5.5,15K,"['Comedy', 'Crime', 'Thriller']","Don Champagne seems to have it all, but when his wife, Mona, learns of his affair with a pretty new salesgirl, she will stop at nothing to maintain their storybook life.","['blackmail', 'murder', 'husband wife relationship', 'mercedes benz', 'murder of a nude woman', 'woman murders a man', 'woman murders a woman', 'nudity', 'audio track continues during end credits', 'story continued during end credits']",Anthony Burns,"['Ted Elrick', 'Tom Lavagnino', 'Katherine Heigl', 'Patrick Wilson', 'Madison Wolfe']",Carlo Allen,-2015,/title/tt2802136/
Honeymoon in Vegas,"$25,000,000 (estimated)",5.8,18K,"['Comedy', 'Romance', 'Thriller']","Jack loses $65,000 in poker in Las Vegas, where he's marrying Betsy. The wedding will have to wait as the poker winner wants the weekend with Betsy to cancel the debt. She accepts. Whom will she marry?","['skydiving', 'marriage proposal', 'fear of commitment', 'farce', 'love triangle', 'airplane', 'jealousy', 'wedding', 'las vegas nevada', 'private detective']",Andrew Bergman,"['James Caan', 'Nicolas Cage', 'Sarah Jessica Parker', 'Andrew Bergman', 'Andrew Bergman']",Andrew Bergman,-1992,/title/tt0104438/
Leatherface: Texas Chainsaw Massacre III,"$2,000,000 (estimated)",5,17K,"['Horror', 'Thriller']",A California couple and a survivalist encounter Leatherface and his family.,"['gas station', 'shotgun', 'survivalist', 'leatherface', 'gas station attendant', 'police', 'texas', 'covered in blood', 'rock music', 'dinner table']",Jeff Burr,"['Tobe Hooper', 'David J. Schow', 'Kate Hodge', 'Ken Foree', 'R.A. Mihailoff']",Kim Henkel,-1990,/title/tt0099994/
The Curse of Sleeping Beauty,1 hour 29 minutes,4.3,3.5K,"['Fantasy', 'Horror', 'Mystery']",Thomas unexpectedly inherits a property with a mysterious curse.,"['sleeping beauty character', 'based on comic book', 'painter', 'sleep paralysis', 'therapist', 'uncle died', 'estare inheritance', 'hidden room', 'journal', 'evil djinn']",Pearry Reginald Teo,"['Pearry Reginald Teo', 'Everette Hartsoe', 'Ethan Peck', 'India Eisley', 'Natalie Hall']",Josh Nadler,-2016,/title/tt4118606/
